lights,Press_mm_hg,Windspeed,Visibility,Tdewpoint,T-in,RH-in,rv,RH-out,Appliances
0,739.7595238,16.9714285704,49.5,3.01,19.266011905,39.244136905,1.35370451,86.99761905,50
0,739.7142857,16.4571428556,49.0,3.04,19.2499553575,39.2680133925,28.14805524,86.96330357,50
0,739.6690476,15.9428571444,48.5,3.07,19.247380952500002,39.239404762499994,18.94417857,86.545238095,50
0,739.6238095,15.428571429600002,48.0,3.1,19.2484375,39.138526785,15.18131853,86.65342262,50
0,739.5785714,14.914285714799998,47.5,3.14,19.23607142875,39.060714284999996,5.034644529,86.834732145,20
0,739.5333333,14.4,47.0,3.17,19.239397321249996,38.948035714999996,6.538450264,86.91666666500001,20
0,739.4880952,13.8857142852,46.5,3.2,19.234821428750003,38.84392857125,32.50507262,86.94047619,30
0,739.4428571,13.371428570399999,46.0,3.23,19.236964285,38.7538616075,16.3693671,86.958035715,30
0,739.397619,12.857142855600001,45.5,3.26,19.23696428625,38.657589286249994,16.07676189,86.95684524,60
0,739.352381,12.3428571444,45.0,3.29,19.246785714999998,38.70000000125,0.867474964,87.01690476,50
0,739.3071429,11.8285714296,44.5,3.32,19.259330357499998,38.81069196375,22.99783044,87.010714285,50
0,739.2619048,11.3142857148,44.0,3.35,19.281941963749997,39.0469196425,11.66383025,87.11139881,50
0,739.2166667,10.8,43.5,3.38,19.2987053575,39.0443973225,48.84160273,87.165833335,40
0,739.1714286,10.2857142852,43.0,3.41,19.301904762499998,38.964791667499995,20.12850319,87.21589285499999,50
0,739.1261905,9.7714285704,42.5,3.45,19.313333333750002,39.022999999999996,27.31472304,87.23795238,50
0,739.0809524,9.257142855600001,42.0,3.48,19.32708333375,39.07208333375,13.486733,87.25892857,40
0,739.0357143,8.7428571444,41.5,3.51,19.338869047499998,38.938988095,14.21356584,87.39044643,60
0,738.9904762,8.2285714296,41.0,3.54,19.35241071375,38.814285713749996,27.06973145,87.511666665,50
0,738.9452381,7.714285714800001,40.5,3.57,19.361190476250002,38.738988095,25.93170138,87.591815475,70
0,738.8666667,9.6000000012,40.0,3.77,19.374999999999996,38.60475,45.35996474,87.073333335,100
0,738.85,10.8,40.0,3.85,19.38538690375,38.59514881,40.0232077,86.766875,50
0,738.8333333,11.9999999988,40.0,3.93,19.42035714375,38.57741071375,25.62153297,86.461666665,50
0,738.8166667,13.2000000012,40.0,4.02,19.45092857125,38.62944642874999,23.70561493,86.21761905,70
0,738.8,14.4,40.0,4.1,19.4804241075,38.65323660625,10.25397774,85.914285715,60
0,738.8,13.7999999988,38.0,3.88,19.514107142500002,38.70053571375,27.29122697,85.75437500000001,80
0,738.8,13.2000000012,36.0,3.67,19.53791666625,38.742202379999995,9.651951236,85.325,60
0,738.8,12.6,34.0,3.45,19.530178571249998,38.64314285625,32.19469013,85.048125,40
0,739.1166667,3.6,40.0,2.15,19.68151785625,38.386473214999995,45.47603093,74.150833335,90
0,739.25,3.6,31.5,1.55,19.855,37.968348215,43.06158723,64.46142857,100
0,739.2666667,3.6,28.66666667,1.77,19.8581547625,37.76892857125,37.93800626,64.544583335,70
0,739.2833333,3.6,25.83333333,1.98,19.88078125,37.573767857499995,8.229123673,67.226666665,90
0,739.3,3.6,23.0,2.2,19.89,37.510029761249996,26.50153553,69.918125,90
0,739.3666667,3.6,25.83333333,2.12,19.866785715,37.50905505874999,30.95246102,71.72791666500001,90
0,739.4333333,3.6,28.66666667,2.03,19.835245535,37.5377008925,0.591430953,73.368958335,90
0,739.5,3.6,31.5,1.95,19.804821429999997,37.57214285625001,16.37955438,75.08857143,110
0,739.5666667,3.6,34.33333333,1.87,19.7724553575,37.5884821425,42.71099633,76.729444445,90
10,739.6333333,3.6,37.16666667,1.78,19.771636904999998,37.621934525,11.1197662,78.33020833500001,100
10,739.7666667,3.6,34.0,1.57,19.77080357125,37.911443452499995,49.58883915,81.21761905,90
0,739.8,3.6,31.0,1.5,19.7518452375,37.979095237500005,32.87488034,81.94874999999999,100
10,739.8333333,3.6,28.0,1.43,19.744702381249997,37.973922618749995,44.83706412,82.77380952,110
10,739.8666667,3.6,25.0,1.37,19.760535714999996,37.95560268,38.46277143,83.31895833499999,100
10,739.9,3.6,22.0,1.3,19.77607142875,37.956093751249995,45.07880983,84.08500000000001,100
20,739.9166667,4.2000000012,22.0,1.28,19.78910714375,37.92139880875,9.662135551,84.180208335,100
20,739.9333333,4.7999999988,22.0,1.27,19.766190476250003,37.870178571249994,48.83104938,84.261666665,120
20,739.95,5.4,22.0,1.25,19.7821428575,37.9507142875,44.90370309,84.44749999999999,120
20,739.9666667,6.0000000012,22.0,1.23,19.80035714375,37.996785714999994,29.14283189,84.750208335,130
20,739.9833333,6.5999999987999995,22.0,1.22,19.819241071249998,37.9766071425,44.16768514,84.974166665,140
20,740.0,7.2,22.0,1.2,19.8828571425,37.98288690625,16.41347599,84.928125,130
10,740.05,7.2,22.33333333,1.1,19.971488094999998,37.88949404625,43.83139407,84.615625,110
0,740.1,7.2,22.66666667,1.0,20.095535715,40.399285715,2.430528228,84.766875,150
0,740.15,7.2,23.0,0.9,20.17827380875,41.7363690475,4.496470792,84.801875,100
0,740.2,7.2,23.33333333,0.8,20.135,40.50504464375,35.9913929,84.68125,90
0,740.25,7.2,23.66666667,0.7,20.094642857500002,39.757321428750004,14.90229848,84.235625,110
0,740.3,7.2,24.0,0.6,20.0535714275,39.148571430000004,11.92389027,84.09583333500001,120
0,740.3166667,6.5999999987999995,23.83333333,0.517,20.026666666249998,38.823541667499995,27.35398054,84.426041665,120
0,740.3333333,6.0000000012,23.66666667,0.433,20.01196428625,38.56178571375,45.72500865,84.42395833500001,110
0,740.35,5.4,23.5,0.35,19.98467261875,38.401964285,8.985366265,84.235625,70
0,740.3666667,4.7999999988,23.33333333,0.267,19.98125,38.3898690475,26.22002043,84.30095238,50
10,740.3833333,4.2000000012,23.16666667,0.183,19.945375,38.3726666675,24.00856261,84.17833333499999,60
0,740.4,3.6,23.0,0.1,19.9379166675,38.4558333325,20.00989561,84.031666665,40
0,740.4166667,3.6,29.5,0.1,19.88541666625,38.468333333749996,46.01080401,84.581666665,40
0,740.4333333,3.6,36.0,0.1,19.86,38.50625,42.17135739,85.06666666999999,50
0,740.45,3.6,42.5,0.1,19.838333333749997,38.50958333375,16.73827906,85.45,40
0,740.4666667,3.6,49.0,0.1,19.8045833325,38.5175,12.80801105,86.181666665,50
0,740.4833333,3.6,55.5,0.1,19.787499999999998,38.54208333375,7.073244301,86.598333335,40
0,740.5,3.6,62.0,0.1,19.75375,38.575833335,49.78911767,87.13,50
0,740.5,3.6,62.0,0.117,19.733749999999997,38.57416666625,32.0225578,87.233333335,60
10,740.5,3.6,62.0,0.133,19.725416667500003,38.61291666625,19.00281552,87.345,50
0,740.5,3.6,62.0,0.15,19.7004166675,38.66374999999999,21.38639517,87.345,50
0,740.5,3.6,62.0,0.167,19.688333333750002,38.687916667500005,26.96148307,87.4,40
0,740.5,3.6,62.0,0.183,19.672916667499997,38.71083333375,24.922957,87.4,40
0,740.5,3.6,62.0,0.2,19.6604166675,38.75041666625,12.26729712,87.46666666499999,50
0,740.4666667,4.2000000012,61.83333333,0.2,19.624583333750003,38.756249999999994,43.81167772,87.46666666499999,40
0,740.4333333,4.7999999988,61.66666667,0.2,19.59541666625,38.79416666625,31.16730271,87.41499999999999,40
0,740.4,5.4,61.5,0.2,19.58625000125,38.84375,27.1839431,87.16125,30
0,740.3666667,6.0000000012,61.33333333,0.2,19.565000001250002,38.886666666249994,41.06296109,86.863333335,30
10,740.3333333,6.5999999987999995,61.16666667,0.2,19.54791666625,38.89833333375,26.82219635,86.733333335,30
0,740.3,7.2,61.0,0.2,19.5321875,38.90375,3.262411838,86.733333335,50
0,740.2833333,6.0000000012,59.83333333,0.15,19.51375,38.913854166250005,32.62361129,86.931666665,40
0,740.2666667,4.7999999988,58.66666667,0.1,19.4829166675,38.906666666250004,24.70674129,87.23166667,50
0,740.25,3.6,57.5,0.05,19.46333333375,38.91583333249999,7.385845273,87.531666665,40
0,740.2333333,2.4000000012,56.33333333,0.0,19.427083333749998,38.91249999874999,36.38134762,87.761666665,50
0,740.2166667,1.1999999988,55.16666667,-0.05,19.414166666249997,38.92125,32.58635048,88.05,60
0,740.2,0.0,54.0,-0.1,19.38791666625,38.95,7.730253006,88.383333335,50
0,740.2,0.6000000012,53.66666667,-0.1,19.38375,38.95583333375001,32.72098628,88.328333335,50
10,740.2,1.1999999988,53.33333333,-0.1,19.3545833325,38.96708333375,43.38558856,88.328333335,50
0,740.2,1.8,53.0,-0.1,19.35875,38.954166667500004,39.48545898,88.498333335,40
0,740.2,2.4000000012,52.66666667,-0.1,19.32958333375,38.95875,19.86843657,88.66499999999999,40
0,740.2,2.9999999988,52.33333333,-0.1,19.30916666625,38.946666666249996,4.081178852,88.683333335,50
0,740.2,3.6,52.0,-0.1,19.262083332499998,38.9583333325,42.50049538,88.683333335,40
0,740.2333333,3.6,49.33333333,-0.05,19.267916666250002,38.96,48.68588448,88.7975,40
0,740.2666667,3.6,46.66666667,0.0,19.23708333375,38.937916666250004,34.41574029,88.828333335,60
0,740.3,3.6,44.0,0.05,19.22333333375,38.9283333325,2.173278667,88.89833333499999,50
0,740.3333333,3.6,41.33333333,0.1,19.219583333750002,38.9525,4.622052051,88.981666665,50
0,740.3666667,3.6,38.66666667,0.15,19.201250001250003,38.9625,26.32981663,89.045,40
0,740.4,3.6,36.0,0.2,19.18458333375,38.9654166675,43.3202544,89.045,40
0,740.4166667,3.6,37.33333333,0.2,19.16854166625,38.98979166625,10.35228185,88.87833333500001,20
0,740.4333333,3.6,38.66666667,0.2,19.167499999999997,38.991666666250005,17.98783585,88.711666665,20
0,740.45,3.6,40.0,0.2,19.155416666249998,38.990416666250006,31.27952068,88.578333335,30
0,740.4666667,3.6,41.33333333,0.2,19.114583333749998,38.97166666625,47.87957862,88.42833333499999,50
0,740.4833333,3.6,42.66666667,0.2,19.102083333750002,38.99583333375,42.19605621,88.261666665,50
0,740.5,3.6,44.0,0.2,19.09375,38.9975,10.53106511,88.095,50
0,740.5666667,3.6,44.33333333,0.267,19.0854166675,39.010416667499996,0.763332483,88.011666665,40
0,740.6333333,3.6,44.66666667,0.333,19.07625,39.0354166675,46.16270382,87.94666667,50
0,740.7,3.6,45.0,0.4,19.071666666250003,39.06458333375,12.88747678,87.9,40
0,740.7666667,3.6,45.33333333,0.467,19.052083333749998,39.08375,6.928248995,87.88333333,50
0,740.8333333,3.6,45.66666667,0.533,19.052083333749998,39.08583333375,0.813190499,87.795833335,40
0,740.9,3.6,46.0,0.6,19.035416666249994,39.11125,35.81900253,87.7,50
0,740.9333333,3.6,44.0,0.633,19.024166666249997,39.144999999999996,32.70992738,87.78333333500001,60
0,740.9666667,3.6,42.0,0.667,19.0325,39.161249999999995,46.14457651,87.866666665,50
0,741.0,3.6,40.0,0.7,19.0325,39.182500000000005,33.15301741,87.9,40
0,741.0333333,3.6,38.0,0.733,19.023333333749996,39.20375,17.11725433,87.983333335,50
0,741.0666667,3.6,36.0,0.767,19.00958333375,39.212916667500004,41.15542045,88.08333333,30
0,741.1,3.6,34.0,0.8,18.99333333375,39.24166666625,25.97995027,88.2,50
0,741.1666667,3.6,35.33333333,0.867,18.99333333375,39.25541666625,17.24220426,88.14833333,40
0,741.2333333,3.6,36.66666667,0.933,18.973645833750002,39.271458333750004,7.56041212,88.12833333500001,40
0,741.3,3.6,38.0,1.0,18.94833333375,39.311875,48.35050073,88.06166666499999,80
0,741.3666667,3.6,39.33333333,1.07,18.95166666625,39.375833332499994,42.43155692,88.011666665,30
0,741.4333333,3.6,40.66666667,1.13,18.948750000000004,39.28843750125,44.54054846,88.0,30
0,741.5,3.6,42.0,1.2,18.945,39.12791666625001,39.35721483,87.91666666500001,30
0,741.5166667,3.6,45.33333333,1.22,18.919999999999995,38.9716666675,32.02206518,87.55,40
0,741.5333333,3.6,48.66666667,1.23,18.9075,38.84124999875,12.61586481,87.13333333,40
0,741.55,3.6,52.0,1.25,18.899166666249997,38.80916666625001,26.27020818,86.765,50
0,741.5666667,3.6,55.33333333,1.27,18.89958333375,38.78333333375,29.61562506,86.37833333500001,50
0,741.5833333,3.6,58.66666667,1.28,18.89125,38.751666668750005,22.26818306,85.995,60
0,741.6,3.6,62.0,1.3,18.8825,38.705,48.43560994,85.66666666500001,60
0,741.6666667,4.2000000012,59.83333333,1.38,18.8825,38.683749999999996,19.37290853,85.78333333500001,50
0,741.7333333,4.7999999988,57.66666667,1.47,18.87729166625,38.56374999875,23.88049553,85.9,50
0,741.8,5.4,55.5,1.55,18.882499999999997,38.48041666625001,44.74227967,85.95,70
0,741.8666667,6.0000000012,53.33333333,1.63,18.99791666625,41.496249999999996,8.211357566,85.96666667,70
0,741.9333333,6.5999999987999995,51.16666667,1.72,19.23125,43.28208333375,37.43182502,84.81333333,80
0,742.0,7.2,49.0,1.8,19.13291666625,43.4495833325,41.44064792,81.63,90
0,742.0166667,7.2,51.5,1.77,19.053749999999997,43.4397916675,10.96991063,78.15,80
0,742.0333333,7.2,54.0,1.73,19.00708333375,43.05968749875,28.83027922,77.44999999999999,90
0,742.05,7.2,56.5,1.7,18.994687499999998,42.68687499875,6.324872479,76.233333335,90
0,742.0666667,7.2,59.0,1.67,18.98374999875,42.247916666250006,7.725261,76.845,60
0,742.0833333,7.2,61.5,1.63,18.9683333325,41.564687500000005,6.343773671,76.698333335,50
0,742.1,7.2,64.0,1.6,19.001666667499997,41.04375,25.28481543,75.613333335,60
0,742.1333333,6.5999999987999995,62.16666667,1.82,19.00833333375,40.223124999999996,4.954991653,74.21666667,90
0,742.1666667,6.0000000012,60.33333333,2.03,19.00666666625,39.4175,3.212104389,73.966666665,80
0,742.2,5.4,58.5,2.25,19.01833333375,38.88291666625,0.005321682,74.83500000000001,70
0,742.2333333,4.7999999988,56.66666667,2.47,19.01833333375,38.60999999875,12.51812737,74.88,80
0,742.2666667,4.2000000012,54.83333333,2.68,19.022083333749997,38.367916666250004,20.37477017,75.266666665,90
0,742.3,3.6,53.0,2.9,19.03833333375,38.2270833325,11.3409461,75.266666665,80
10,742.35,3.6,48.16666667,2.57,19.0475,38.013333333750005,12.45197175,73.49666667,70
0,742.4,3.6,43.33333333,2.23,19.015,37.67458333375,24.31634188,71.716666665,80
0,742.45,3.6,38.5,1.9,19.018333333749997,37.604583332500006,15.21181371,70.55,80
0,742.5,3.6,33.66666667,1.57,19.018333333749997,37.600416667500006,0.073894986,69.86666667,70
0,742.55,3.6,28.83333333,1.23,19.035,37.59874999875,46.49303028,67.866666665,80
0,742.65,3.6,32.0,0.0,19.05416666625,37.97375000000001,16.4428926,61.931666665,120
0,742.6666667,3.6,34.66666667,-0.3,19.07125,37.9575,6.420212169,60.99833333,90
0,742.6833333,3.6,37.33333333,-0.6,19.0691666675,37.91187500125,15.00243037,59.713333335,90
0,742.7,3.6,40.0,-0.9,19.05458333375,37.861562500000005,23.87394415,58.546666665000004,100
0,742.7166667,3.6,38.0,-1.02,19.08666666625,37.905833332499995,14.44653741,54.983333335,110
0,742.7333333,3.6,36.0,-1.13,19.1666666675,37.96666666749999,19.90331025,56.79875,120
0,742.9333333,6.0000000012,36.0,-0.4,19.62791666625,37.539166666250004,5.031200405,55.611666665,140
0,742.9666667,6.5999999987999995,38.0,-0.1,19.61,37.325833333750005,22.07846326,56.415,70
0,743.0,7.2,40.0,0.2,19.601666667499998,36.92583333375,38.60528428,58.146666665,70
0,743.05,7.8000000012,40.0,0.0667,19.53333333375,36.42666666625,20.38511188,59.45,70
10,743.1,8.3999999988,40.0,-0.0667,19.48875,36.220729166249996,34.39819441,59.561666669999994,60
10,743.15,9.0,40.0,-0.2,19.43416666625,36.11333333375,31.46219978,59.465,60
10,743.2,9.6000000012,40.0,-0.333,19.38447916625,36.116979166250005,1.146424352,60.27833333,60
10,743.25,10.199999998800001,40.0,-0.467,19.355833332499998,36.129687499999996,39.13626032,60.148333335000004,60
10,743.3,10.8,40.0,-0.6,19.36416666625,36.11833333375,3.972096369,60.516666665,60
20,743.5,10.8,40.0,-0.4,19.308749999999996,37.221666667499996,11.33918726,67.06166667,100
10,743.55,10.8,40.0,-0.35,19.282916666249996,37.5985416675,12.11232205,68.85,90
20,743.6,10.8,40.0,-0.3,19.28,37.68458333375,5.388829729,70.23,80
10,743.6333333,10.199999998800001,40.0,-0.267,19.28791666625,37.672916666249996,37.93580232,71.2,90
20,743.7,9.0,40.0,-0.2,19.237916666249998,37.61958333375,10.19835094,73.41666666500001,80
20,743.7333333,8.3999999988,40.0,-0.167,19.23458333375,37.733333332499996,17.42498181,74.21666667,90
30,743.7666667,7.8000000012,40.0,-0.133,19.226666666249997,37.80166666625,39.20086884,74.71666666499999,90
20,743.8,7.2,40.0,-0.1,19.1945833325,37.73374999875,30.19432316,75.24666666499999,90
20,743.85,7.8000000012,37.0,0.117,19.13416666625,37.59583333250001,6.972761382,75.61500000000001,70
30,743.9,8.3999999988,34.0,0.333,19.10875,37.5210416675,20.98772367,75.965,70
20,743.95,9.0,31.0,0.55,19.07875,37.42166666625,1.960960857,76.55,70
30,744.0,9.6000000012,28.0,0.767,19.04916666625,37.3545833325,42.74506761,77.16666667,70
20,744.05,10.199999998800001,25.0,0.983,19.07895833375,38.5021875,21.63544955,78.465,90
20,744.1,10.8,22.0,1.2,19.0833333325,39.61322916625,30.16498514,79.235,70
20,744.1333333,10.8,22.5,1.37,19.095000000000002,39.440833332500006,21.05655416,80.42833333,70
20,744.1666667,10.8,23.0,1.53,19.10583333375,38.95125,27.14413989,81.548333335,70
20,744.2,10.8,23.5,1.7,19.11,38.99666666624999,5.8988565,82.448333335,130
10,744.2333333,10.8,24.0,1.87,19.19041666625,41.71583333375,39.84955179,83.26333333,90
10,744.2666667,10.8,24.5,2.03,19.17708333375,41.328333333749995,31.53350835,84.09666666999999,90
20,744.3,10.8,25.0,2.2,19.13208333375,40.78958333375,40.27282755,84.933333335,90
10,744.3166667,11.4000000012,25.0,2.22,19.096666666249998,40.48666666625,38.20406345,84.94666666500001,100
20,744.3333333,11.9999999988,25.0,2.23,19.03333333375,40.169166665,31.47084245,84.913333335,100
10,744.35,12.6,25.0,2.25,19.0225,39.9475,18.35627403,84.933333335,100
20,744.3666667,13.2000000012,25.0,2.27,19.009999999999998,39.6854166675,43.10675781,84.761666665,80
0,744.3833333,13.7999999988,25.0,2.28,18.9933333325,39.48375,29.23346518,84.67833333499999,80
0,744.4,14.4,25.0,2.3,18.97583333375,39.447500000000005,36.26715229,84.66666666500001,60
0,744.4166667,14.4,27.5,2.28,18.975416666250002,39.521250001249996,12.79392093,84.56666666999999,40
0,744.4333333,14.4,30.0,2.27,18.96625000125,39.563333332499994,34.52102501,84.29833332999999,50
0,744.45,14.4,32.5,2.25,18.933749999999996,39.62375,47.76422008,84.131666665,50
0,744.4666667,14.4,35.0,2.23,18.933749999999996,39.6691666675,16.17255758,83.983333335,30
0,744.4833333,14.4,37.5,2.22,18.922083333750003,39.69052083375,3.642736631,83.90291666499999,30
0,744.5,14.4,40.0,2.2,18.919375,39.707083332500005,41.02752814,83.86500000000001,30
0,744.5333333,15.000000001200002,37.83333333,2.22,18.883749998749998,39.73000000125,19.91758381,83.983333335,30
0,744.5666667,15.5999999988,35.66666667,2.23,18.879583333750002,39.741250001249995,17.03894509,84.03,50
0,744.6,16.2,33.5,2.25,18.86708333375,39.7991666675,8.449929254,84.2,40
0,744.6333333,16.8000000012,31.33333333,2.27,18.83791666625,39.810833333750004,10.2186438,84.31666666999999,50
0,744.6666667,17.3999999988,29.16666667,2.28,18.82125,39.81208333375,20.08710534,84.146666665,50
0,744.7,18.0,27.0,2.3,18.81291666625,39.825000001250004,25.913925,83.83333333499999,40
0,744.7,18.0,29.16666667,2.28,18.790416666250003,39.88708333375,11.32996455,83.61500000000001,50
0,744.7,18.0,31.33333333,2.27,18.78125,39.963749998750004,25.4978735,83.448333335,50
0,744.7,18.0,33.5,2.25,18.772916666249998,40.02270833375,34.71163061,83.595,50
0,744.7,18.0,35.66666667,2.23,18.75208333375,40.04625,9.269159997,83.631666665,50
0,744.7,18.0,37.83333333,2.22,18.73125,40.07625,11.08870645,84.031666665,40
0,744.7,18.0,40.0,2.2,18.728333333749998,40.12375,12.90859283,84.461666665,50
0,744.7333333,18.6000000012,40.0,2.23,18.732499999999998,40.19041666625,10.83308067,84.66666666500001,40
0,744.7666667,19.1999999988,40.0,2.27,18.7083333325,40.22499999875,14.47727082,84.7,50
0,744.8,19.8,40.0,2.3,18.69208333375,40.26572916625,3.655088227,84.7,40
0,744.8333333,20.400000001200002,40.0,2.33,18.68375,40.29416666750001,7.32518736,84.81166666499999,30
0,744.8666667,20.9999999988,40.0,2.37,18.68875,40.32291666625,34.85097396,84.81166666499999,40
0,744.9,21.6,40.0,2.4,18.677500000000002,40.3163541675,22.94251849,85.031666665,20
0,744.9166667,20.9999999988,38.16666667,2.32,18.66125,40.33625,3.316238185,85.565,40
0,744.9333333,20.400000001200002,36.33333333,2.23,18.66125,40.36416666625,3.786149155,85.845,50
0,744.95,19.8,34.5,2.15,18.62916666625,40.37354166625,48.50123074,85.845,40
0,744.9666667,19.1999999988,32.66666667,2.07,18.645833333749998,40.370833332500005,4.184906965,85.81166666499999,50
0,744.9833333,18.6000000012,30.83333333,1.98,18.61666666625,40.374583333749996,29.48293032,85.845,40
0,745.0,18.0,29.0,1.9,18.61666666625,40.408333334999995,3.344295558,85.81166666499999,50
0,745.0166667,19.1999999988,30.83333333,1.87,18.608333332500003,40.42208333375,29.36846205,86.011666665,50
0,745.0333333,20.400000001200002,32.66666667,1.83,18.615416666250002,40.428749999999994,25.43917742,86.12833333500001,50
0,745.05,21.6,34.5,1.8,18.589583332500002,40.410416667499995,19.23781175,86.265,50
0,745.0666667,22.7999999988,36.33333333,1.77,18.58958333375,40.43333333375,26.99067174,86.41666666500001,50
0,745.0833333,24.0000000012,38.16666667,1.73,18.59041666625,40.47083333375,49.76782033,86.51666667,40
0,745.1,25.2,40.0,1.7,18.576666666250002,40.45458333375,22.70873764,86.46666666499999,40
0,745.1166667,25.8000000012,40.0,1.7,18.563333333750002,40.46125,31.38175617,86.03,40
0,745.1333333,26.3999999988,40.0,1.7,18.54625,40.477916666249996,17.20058679,85.580833335,50
0,745.15,27.0,40.0,1.7,18.52958333375,40.463125,31.22465115,85.183333335,50
0,745.1666667,27.6000000012,40.0,1.7,18.533333333749997,40.4620833325,49.52384244,84.816666665,40
0,745.1833333,28.1999999988,40.0,1.7,18.51583333375,40.45916666625,0.989391212,84.41166667,30
0,745.2,28.8,40.0,1.7,18.50333333375,40.46416666625,8.211545518,83.981666665,30
0,745.2333333,28.1999999988,40.0,1.7,18.48666666625,40.468854166250004,3.342255612,83.933333335,30
0,745.2666667,27.6000000012,40.0,1.7,18.495,40.47166666625,40.76011865,83.9,30
0,745.3,27.0,40.0,1.7,18.451458333749997,40.4459375,13.36581468,83.78,40
0,745.3333333,26.3999999988,40.0,1.7,18.45416666625,40.47833333375,23.17256993,83.71666666499999,50
0,745.3666667,25.8000000012,40.0,1.7,18.445,40.47583333375,28.07623155,83.65,50
0,745.4,25.2,40.0,1.7,18.445,40.4925,18.79035985,83.613333335,50
0,745.45,25.2,38.0,1.67,18.42875,40.51583333375,8.264185174,83.761666665,60
0,745.5,25.2,36.0,1.63,18.424166666250002,40.51958333375,4.01620575,83.86500000000001,50
0,745.55,25.2,34.0,1.6,18.41208333375,40.53,10.56464567,84.0,40
0,745.6,25.2,32.0,1.57,18.40375,40.54291666625,21.9285368,84.13333333,40
0,745.65,25.2,30.0,1.53,18.40375,40.54625,2.927372034,84.25,40
0,745.7,25.2,28.0,1.5,18.39625,40.53708333375,36.97478249,84.4375,40
0,745.7333333,24.0000000012,26.66666667,1.6,18.4,40.55291666625,31.71795571,84.6,50
0,745.7666667,22.7999999988,25.33333333,1.7,18.4,40.56375,3.99222034,84.73166667,50
0,745.8,21.6,24.0,1.8,18.383750000000003,40.57416666625,16.401762,84.795,50
0,745.8333333,20.400000001200002,22.66666667,1.9,18.3816666675,40.59375,9.353254805,84.995,50
0,745.8666667,19.1999999988,21.33333333,2.0,18.3629166675,40.58333333375,3.850675398,85.098333335,20
0,745.9,18.0,20.0,2.1,18.35458333375,40.6,27.38093914,85.233333335,20
0,746.0,18.6000000012,20.0,2.1,18.3425,40.66291666625,14.81788867,85.2,30
0,746.1,19.1999999988,20.0,2.1,18.32875,40.71364583375,41.13152268,85.183333335,40
0,746.2,19.8,20.0,2.1,18.3395833325,40.77041666625,21.98367602,85.183333335,60
10,746.3,20.400000001200002,20.0,2.1,18.36541666625,40.69729166625,12.40743697,85.183333335,70
0,746.4,20.9999999988,20.0,2.1,18.42208333375,40.63500000125,8.544036385,85.15,90
0,746.5,21.6,20.0,2.1,18.45541666625,40.46541666625,22.42573008,85.131666665,80
0,746.55,21.6,20.33333333,2.07,18.4591666675,40.374166666250005,2.517086605,85.095,50
0,746.6,21.6,20.66666667,2.03,18.47,40.27375,27.49512877,85.078333335,50
0,746.65,21.6,21.0,2.0,18.46958333375,40.1808333325,45.89833707,85.015,40
10,746.7,21.6,21.33333333,1.97,18.48208333375,40.0258333325,20.82137673,85.0,50
0,746.75,21.6,21.66666667,1.93,18.494166667499996,39.9504166675,23.76175785,84.95,60
0,746.8,21.6,22.0,1.9,18.5458333325,39.89541666625,40.4112883,84.933333335,80
0,746.8,21.6,25.0,1.98,18.61666666625,39.84375,20.6168426,84.733333335,100
0,746.8,21.6,28.0,2.07,18.71,39.767291666249996,47.02319935,84.6,80
0,746.8,21.6,31.0,2.15,18.79416666625,39.6625,21.77807853,84.481666665,60
0,746.8,21.6,34.0,2.23,18.8527083325,39.532291665,29.31793923,84.348333335,60
0,746.8,21.6,37.0,2.32,18.92875,39.43291666625,31.59416211,84.211666665,70
0,746.8,21.6,40.0,2.4,18.96125,39.425833332500005,32.88427724,84.078333335,70
20,746.8333333,22.200000001200003,40.0,2.52,18.95125,39.36624999875,43.01510117,84.095,90
30,746.8666667,22.7999999988,40.0,2.63,18.940416667500003,39.29750000000001,19.90617197,84.095,90
20,746.9,23.400000000000002,40.0,2.75,18.96604166625,39.252291666249995,42.42701642,84.078333335,90
20,746.9333333,24.0000000012,40.0,2.87,18.96708333375,39.21875,40.59991463,84.015,100
20,746.9666667,24.599999998799998,40.0,2.98,18.978333333749998,39.154270833750004,18.09416825,84.045,90
20,747.0,25.2,40.0,3.1,18.9979166675,39.096666666249995,35.5879134,84.045,80
30,746.9833333,24.599999998799998,40.0,3.15,18.996666666249997,39.00166666625,42.94490305,83.75,80
20,746.9666667,24.0000000012,40.0,3.2,18.9945833325,38.92166666625,28.60620212,83.46666666499999,80
0,746.95,23.400000000000002,40.0,3.25,18.999166666249998,38.91750000125,20.73789747,83.25,90
0,746.9333333,22.7999999988,40.0,3.3,18.99208333375,38.91000000125,46.31052559,83.015,80
0,746.9166667,22.200000001200003,40.0,3.35,19.03374999875,38.865000001249996,28.64101277,82.795,80
0,746.9,21.6,40.0,3.4,19.05958333375,38.85875000125,32.27506393,82.578333335,80
0,746.95,21.6,37.0,3.23,19.09416666625,38.8491666675,41.4544048,82.66166667,60
0,747.0,21.6,34.0,3.07,19.121250001249997,38.82458333375,17.32013302,82.761666665,50
0,747.05,21.6,31.0,2.9,19.136666666249997,38.6975,43.03590134,82.845,50
0,747.1,21.6,28.0,2.73,19.14906250125,38.56760416624999,15.82462988,82.81666666999999,50
0,747.15,21.6,25.0,2.57,19.12239583375,38.41374999875,3.373320901,82.83333333,70
0,747.2,21.6,22.0,2.4,19.112916666249998,38.28666666625001,21.76307878,82.933333335,70
